Conference,Year,Title,Award,authornum,authornum_77,PaperType,Link,cite,cite_log,cite_log_one
InfoVis,1999,A Java-based visual mining infrastructure and applications,0,5,3.85,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801867,82,1.913813852,0.600567843
Vis,1999,Isosurface extraction techniques for Web-based volume visualization,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809878,83,1.919078092,0.602219798
InfoVis,1999,Cushion treemaps: visualization of hierarchical information,0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801860,87,1.939519253,0.608634373
InfoVis,1999,Visualizing application behavior on superscalar processors,0,4,3.08,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801852,90,1.954242509,0.613254632
Vis,1999,Interactive lens visualization techniques,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809882,93,1.968482949,0.617723379
InfoVis,1999,VisageWeb: visualizing WWW data in Visage,0,3,2.31,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801864,111,2.045322979,0.641836305
Vis,1999,Optimal triangular Haar bases for spherical data,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809898,148,2.170261715,0.681042932
InfoVis,1999,3D interactive visualization for inter-cell dependencies of spreadsheets,0,3,2.31,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801861,173,2.238046103,0.702314136
Vis,1999,Collapsing Flow Topology Using Area Metrics,0,2,1.54,conference paper,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1999.809907,191,2.281033367,0.715803832
Vis,1999,Accelerating 3D convolution using graphics hardware,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809934,196,2.292256071,0.719325594
Vis,1999,Large field visualization with demand-driven calculation,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809864,240,2.380211242,0.746926526
Vis,1999,High performance presence-accelerated ray casting,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809911,245,2.389166084,0.749736617
Vis,1999,Image graphs-a novel approach to visual data exploration,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809871,281,2.44870632,0.768420749
Vis,1999,Mixing translucent polygons with volumes,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809887,315,2.498310554,0.783986896
Vis,2000,Anisotropic geometric diffusion in surface processing,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885721,2,0.301029996,0.094465266
Vis,2000,WEAVE: a system for visually linking 3-D and statistical visualizations applied to cardiac simulation and measurement data,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885739,2,0.301029996,0.094465266
Vis,2000,"CEASAR: a smooth, accurate and robust centerline extraction algorithm",0,6,4.62,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885675,3,0.477121255,0.149723905
Vis,2000,Visualizing volume data using physical models,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885741,3,0.477121255,0.149723905
InfoVis,2000,"Creativity, complexity, and precision: information visualization for (landscape) architecture",0,5,3.85,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885105,4,0.602059991,0.188930533
Vis,2000,Four-dimensional non-linear ray tracing as a visualization tool for gravitational physics,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885728,4,0.602059991,0.188930533
Vis,2000,A flow-guided streamline seeding strategy,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885690,5,0.698970004,0.219341556
Vis,2000,Achieving color uniformity across multi-projector displays,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885684,6,0.77815125,0.244189171
Vis,2000,Case study: a methodology for plume visualization with application to real-time acquisition and navigation,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885737,7,0.84509804,0.26519753
Vis,2000,Real-time visualization of the clear-up of a former US naval base,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885743,7,0.84509804,0.26519753
Vis,2000,Volume illustration: non-photorealistic rendering of volume models,BP,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885694,7,0.84509804,3
Vis,2000,Geometric compression for interactive transmission,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885711,8,0.903089987,0.283395799
Vis,2000,Immersive virtual reality for visualizing flow through an artery,0,6,4.62,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885731,8,0.903089987,0.283395799
Vis,2000,Visualizing geodesics,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885710,8,0.903089987,0.283395799
Vis,2000,An integrated visualization and design toolkit for flexible prosthetic heart valves,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885730,9,0.954242509,0.29944781
InfoVis,2000,ThemeRiver: visualizing theme changes over time,0,3,2.31,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885098,9,0.954242509,0.29944781
Vis,2000,Visualization of multi-dimensional data with vector-fusion,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885708,9,0.954242509,0.29944781
InfoVis,2000,A scalable framework for information visualization,0,3,2.31,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885088,10,1,0.313806822
Vis,2000,Fast visualization methods for comparing dynamics: a case study in combustion,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885725,11,1.041392685,0.326796129
InfoVis,2000,Interactive problem solving via algorithm visualization,0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885103,11,1.041392685,0.326796129
Vis,2000,Interactive visualization of particle-in-cell simulations,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885734,11,1.041392685,0.326796129
InfoVis,2000,New methods for the visualization of electric power system information,0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885101,12,1.079181246,0.338654437
Vis,2000,3D digital cleansing using segmentation rays,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885674,13,1.113943352,0.349563024
Vis,2000,Extracting regions of interest applying a local watershed transformation,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885672,13,1.113943352,0.349563024
Vis,2000,Uniform frequency images: adding geometry to images to produce space-efficient textures,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885701,13,1.113943352,0.349563024
Vis,2000,A computational steering system for studying microwave interactions with missile bodies,0,8,6.16,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885727,14,1.146128036,0.359662797
Vis,2000,Six degree-of-freedom haptic display of polygonal models,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885687,14,1.146128036,0.359662797
Vis,2000,Interior/exterior classification of polygonal models,0,2,1.54,conference paper,http://doi.ieeecomputersociety.org/10.1109/VISUAL.2000.885723,15,1.176091259,0.369065461
Vis,2000,Isosurfacing in higher dimensions,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885704,15,1.176091259,0.369065461
Vis,2000,Mastering interactive surface rendering for Java-based diagnostic applications,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885726,15,1.176091259,0.369065461
Vis,2000,Polyhedral modeling,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885719,16,1.204119983,0.377861065
Vis,2000,Visualization of time dependent confocal microscopy data,0,6,4.62,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885735,16,1.204119983,0.377861065
Vis,2000,Hardware-accelerated volume and isosurface rendering based on cell-projection,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885683,17,1.230448921,0.386123266
InfoVis,2000,Information content measures of visual displays,0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885096,17,1.230448921,0.386123266
InfoVis,2000,"Polaris: a system for query, analysis and visualization of multi-dimensional relational databases",TT,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885086,17,1.230448921,3
Vis,2000,Texturing techniques for terrain visualization,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885699,17,1.230448921,0.386123266
Vis,2000,Basic research for coloring multichannel MRI data,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885693,18,1.255272505,0.393913076
InfoVis,2000,Density functions for visual attributes and effective partitioning in graph visualization,0,3,2.31,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885090,18,1.255272505,0.393913076
Vis,2000,Navigating high-dimensional spaces to support design steering,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885707,19,1.278753601,0.401281604
Vis,2000,Semi-regular mesh extraction from volumes,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885705,19,1.278753601,0.401281604
Vis,2000,Simplification of surface annotations,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885700,19,1.278753601,0.401281604
Vis,2000,Enabling level-of-detail matching for exterior scene synthesis,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885691,20,1.301029996,0.408272089
Vis,2000,H-BLOB: a hierarchical visual clustering method using implicit surfaces,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885677,21,1.322219295,0.414921435
Vis,2000,Topology preserving and controlled topology simplifying multiresolution isosurface extraction,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885703,21,1.322219295,0.414921435
Vis,2000,Visual data fusion for applications of high-resolution numerical weather prediction,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885736,21,1.322219295,0.414921435
Vis,2000,A spreadsheet interface for visualization exploration,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885678,22,1.342422681,0.421261396
Vis,2000,FastSplats: optimized splatting on rectilinear grids,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885698,23,1.361727836,0.427319485
Vis,2000,Two-level volume rendering - fusing MIP and DVR,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885697,24,1.380211242,0.433119704
InfoVis,2000,A taxonomy of visualization techniques using the data state reference model,0,1,0.77,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885092,25,1.397940009,0.438683112
Vis,2000,On-the-fly rendering of losslessly compressed irregular volume data,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885682,25,1.397940009,0.438683112
Vis,2000,A visibility determination algorithm for interactive virtual endoscopy,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885673,27,1.431363764,0.449171714
InfoVis,2000,Using Visualization to Detect Plagiarism in Computer Science Classes,0,2,1.54,conference paper,http://dl.acm.org/citation.cfm?id=857699,27,1.431363764,0.449171714
Vis,2000,Vector fields simplification-a case study of visualizing climate modeling and simulation data sets,0,6,4.62,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885738,27,1.431363764,0.449171714
InfoVis,2000,Visualizing massive multi-digraphs,0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885089,27,1.431363764,0.449171714
Vis,2000,Procedural annotation of uncertain information,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885679,28,1.447158031,0.454128063
Vis,2000,Image based rendering with stable frame rates,0,4,3.08,conference paper,http://doi.ieeecomputersociety.org/10.1109/VISUAL.2000.885702,29,1.462397998,0.458910469
Vis,2000,Multi-resolution visualization techniques for nested weather models,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885745,30,1.477121255,0.463530727
Vis,2000,multi-user view-dependent rendering,0,1,0.77,conference paper,http://doi.ieeecomputersociety.org/10.1109/VISUAL.2000.885713,31,1.491361694,0.467999474
Vis,2000,Bicubic subdivision-surface wavelets for large-scale isosurface representation and visualization,0,4,3.08,conference paper,http://doi.ieeecomputersociety.org/10.1109/VISUAL.2000.885720,32,1.505149978,0.472326332
Vis,2000,Hardware-accelerated texture advection for unsteady flow visualization,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885689,32,1.505149978,0.472326332
Vis,2000,Automatic alignment of high-resolution multi-projector displays using an uncalibrated camera,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885685,33,1.51851394,0.476520034
Vis,2000,Visual cues for imminent object contact in realistic virtual environment,0,6,4.62,conference paper,http://doi.ieeecomputersociety.org/10.1109/VISUAL.2000.885692,34,1.531478917,0.480588532
Vis,2000,A topology simplification method for 2D vector fields,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885716,35,1.544068044,0.484539086
Vis,2000,Creating reusable visualizations with the relational visualization notation,0,1,0.77,conference paper,http://doi.ieeecomputersociety.org/10.1109/VISUAL.2000.885676,44,1.643452676,0.515726662
InfoVis,2000,Metaphor-aware 3D navigation,0,6,4.62,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885104,47,1.672097858,0.524715715
Vis,2000,Visualizing DIII-D Tokamak magnetic field lines,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885742,47,1.672097858,0.524715715
InfoVis,2000,Visualizing sequential patterns for text mining,0,5,3.85,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885097,47,1.672097858,0.524715715
Vis,2000,Real-world relativity: image-based special relativistic visualization,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885709,53,1.72427587,0.541089531
Vis,2000,Pen-and-ink rendering in volume visualisation,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885696,54,1.73239376,0.543636981
InfoVis,2000,Getting portals to behave,0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885087,56,1.748188027,0.54859333
Vis,2000,Multi-resolution dynamic meshes with arbitrary deformations,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885724,59,1.770852012,0.555705443
Vis,2000,Combining local and remote visualization techniques for interactive volume rendering in medical applications,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885729,60,1.77815125,0.557995993
Vis,2000,Toward a compelling sensation of telepresence: demonstrating a portal to a distant (static) office,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885712,60,1.77815125,0.557995993
Vis,2000,Simplification of tetrahedral meshes with accurate error evaluation,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885680,63,1.799340549,0.56464534
InfoVis,2000,Redefining the focus and context of focus+context visualization,0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885094,64,1.806179974,0.566791598
Vis,2000,Fairing of non-manifolds for visualization,0,2,1.54,conference paper,http://doi.ieeecomputersociety.org/10.1109/VISUAL.2000.885722,67,1.826074803,0.573034731
InfoVis,2000,From metaphor to method: cartographic perspectives on information visualization,0,1,0.77,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885095,70,1.84509804,0.579004353
Vis,2000,A continuous clustering method for vector fields,0,6,4.62,conference paper,http://doi.ieeecomputersociety.org/10.1109/VISUAL.2000.885715,83,1.919078092,0.602219798
InfoVis,2000,GADGET/IV: a taxonomic approach to semi-automatic design of information visualization applications using modular visualization environment,0,4,3.08,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885093,89,1.949390007,0.611731883
Vis,2000,Topology preserving compression of 2D vector fields,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.2000.885714,89,1.949390007,0.611731883
InfoVis,2000,"Focus+context display and navigation techniques for enhancing radial, space-filling hierarchy visualizations",0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.2000.885091,92,1.963787827,0.616250018
